brand_EN,brand_CH,product,score
Avon,雅芳,雅芳除皺眼霜,4.5
SISLEY,希思黎,抗皺活膚御緻眼唇霜,4.4
LA MER,海洋拉娜,煥采醒膚眼部精華乳,4.4
GUERLAIN,嬌蘭,蘭鑽黃金生命力眼唇素,4.4
evolu,艾芙洛,眼部舒緩賦活凝膠 De-Stress Soothing Eye Gel,4.4
Melvita,蜜葳特,歐盟Bio全效撫紋眼唇修護霜 NATURALIFT Youthful Skin Complex,4.4
cle de peau Beaute,肌膚之鑰,精質光璨活膚眼霜,4.4
L`ERBOLARIO,蕾莉歐,艾棻絲眼唇精華露,4.4
StriVectin,皺效奇蹟,超級皺效眼霜,4.4
LANCOME,蘭蔻,全能修護塑顏眼霜 RENERGIE LIFT VOLUMETRY Advanced Lifting And Firming Eye Cream,4.4
MAJIAMI,瑪奇亞米,黑絕肌眼部夜間修護凍膜,4.4
BeautyEasy,,葡萄‧綠茶多酚舒活亮眸K眼膠 Green Tea & Grape Polyphenols Vitamin K Eye Gel,4.4
,森田藥粧,晶透C眼圈淨白霜,4.4
VOV,,魔力電眼睫毛修護液,4.4
INNU,,艾地苯眼霜 INNU IDEBONE EYE CREAM,4.4
StriVectin,皺效奇蹟,亮眼神眼霜,4.4
IPSA,茵芙莎,On The Peak無齡眼膜,4.4
CLINIQUE,倩碧,水磁場保濕眼膜,4.4
LA ROCHE-POSAY,理膚寶水,維他命C護眼精華 Active Eye Cream,4.4
MISSHA,,美思 玉容散 潤眼霜 Misa Jade Face Powder Brightening and Vitalizing Eye Cream,4.4
Biotherm,碧兒泉,有氧O2淨化潤澤眼露 HYDRA DETO2X YEUX Anti-puffiness & Dark Circles,4.4
Estee Lauder,雅詩蘭黛,水潤全效多元保濕眼霜 Hydra Complete Eye,4.4
BORGHESE,貝佳斯,強效護眼劑 RESTORATIVE EYE COMPRESS,4.4
SHISEIDO,資生堂-國際櫃,優白亮眼菁華液 UV White Whitening Eye Serum,4.4
Estee Lauder,雅詩蘭黛,彈性活膚緊實眼霜 Resilience Lift Eye Cr?me,4.4
Biotherm,碧兒泉,活氧青春眼霜 Smoothing anti-aging eye care,4.4
Avon,雅芳,雅芳新活金緻眼霜,4.4
Neogence,霓淨思,全能緊緻亮眼霜,4.3
userISM,靓肌靚,水漾仙跡靓白緊緻眼周精萃 Whitening Firming Eye Essence,4.3
LANCOME,蘭蔻,超緊顏5D太空抗皺眼霜,4.3
DERMA FORMULA,美肌醫生,傳明酸亮白眼霜,4.3
GIORGIO ARMANI,亞曼尼,訂製光保濕水亮眼唇精華 EYE & LIP CONTOUR PERFECTOR,4.3
DERMA FORMULA,美肌醫生,多胜肽抗皺眼凝霜,4.3
SoQ,,緊緻瞬間眼膠  Firming Instant Eye Gel,4.3
SK-II品牌活動中,,晶鑽極緻奢華眼霜,4.3
Dr.Douxi,朵璽,頂級明眸修護蝸牛眼霜,4.3
CHANEL,香奈兒,山茶花保濕亮眼凝霜 HYDRA BEAUTY GEL YEUX,4.3
Elizabeth Arden,伊麗莎白雅頓,光纖鑽白晶透亮眼精華,4.3
miss SHARK,小白鯊,海洋膠原保濕眼膠 Moisture skincare eye gel,4.3
GoodSkin Labs,,EYLIPLEX-2 日夜奇蹟全能眼霜 Eyliplex-2 Eye Lift+Circle Reducer,4.3
Dior,迪奧,透亮嫩白眼霜,4.3
SK-II品牌活動中,,全效活膚眼膜 SK-II SIGNS EYE MASK,4.3
BORGHESE,貝佳斯,眼部修護素 Advanced SPA Lift for Eyes,4.3
KIEHL`S,契爾氏,"輕柔滋養眼霜 Light, Nourishing Eye Cream",4.3
Estee Lauder,雅詩蘭黛,眼部舒緩面膜 Stree Relief Eye Mask,4.3
Vaseline,凡士林,三重精煉凝膠 Triple puriflcation original pure petroleum jelly,6.4
LANEIGE,蘭芝,睡美人極萃滋養晚安唇膜 Lip sleeping Mask,6.3
CLARINS,克蘭詩,彈潤植萃美唇油 Instant Light Lip Comfort Oil,6.2
ettusais,艾杜紗,護唇精華液aSPF18/PA++ Lip Essence SPF18 PA++ Hyper gloss oil,6.2
Dior,迪奧,癮誘粉漾潤唇膏SPF10 Dior Addict Lip Glow,6.2
THERAPIND,魔唇,魔唇修護唇霜(夜間),6.2
DHC,,純欖護唇膏 Lip Cream,6.2
Whoo,后,皇后之吻潤色護唇膏,6.1
DHC,,高保濕純欖護唇膏 Extra Moisture Lip Cream,6.1
Deary,媞爾妮,雪絨草玻尿酸豐盈潤唇膏,6.1
The Body Shop,美體小舖,接骨木花眼膠 Elderflower Eye Gel,4.3
INTEGRATE,,輕盈美睫精萃睫毛膏-根根守護,4.2
Estee Lauder,雅詩蘭黛,年輕肌密無敵眼霜,4.2
SwissVita,薇佳,微晶3D全能眼霜,4.2
CHANEL,香奈兒,彈力緊緻活萃眼部精華 LE LIFT EYE CONCENTRATE INSTANT SMOOTHING,4.2
L`HERBOFLORE,蕾舒翠,水盈潤眼凍,4.2
la prairie,,魚子美眼霜 Skin Caviar Luxe Eye Lift Cream,4.2
LANCOME,蘭蔻,超抗痕微整精華眼霜 Visionnaire Yeux Advanced Eye Contour Perfecting Corrector,4.2
MAJOLICA MAJORCA,戀愛魔鏡,魔法睫毛修護美容液,4.2
,我的美麗日記,雙重淡紋柔潤眼膜,4.2
MENTHOLATUM,曼秀雷敦,薄荷潤唇凍膏,6.1
THERAPIND,魔唇,魔唇護唇膏(滋潤),6.1
KIEHL`S,契爾氏,1號護唇膏 Lip Balm #1,6.1
LA DEFONSE,黎得芳,佰草賦活豐唇修護,6.0
ERH,英瑞其,嬰兒天然植物潤唇膏 Baby balm,6.0
URIAGE,優麗雅,保濕護唇膏 Stick Levres,6.0
MENTHOLATUM,曼秀雷敦,LipPure 天然植物潤唇膏,6.0
HOUSE OF CARE,好世家,律動護唇棒,6.0
MAJOLICA MAJORCA,戀愛魔鏡,輕輕親吻輕唇膏,5.9
BOBBI BROWN,芭比波朗,晶鑽桂馥潤色護唇膏 Extra Lip Tint,5.9
SHISEIDO,資生堂-東京櫃,心機星魅潤唇膏,5.9
MENTHOLATUM,曼秀雷敦,玻尿酸高保濕潤唇凍膏,5.9
FOREVER,永久,蘆薈荷荷葩潤唇膏,5.9
SMITH`S ROSEBUD SALVE,,玫瑰花蕾膏 Smith's Rosebud Salve,5.9
MENTHOLATUM,曼秀雷敦,維他命修護潤唇凍膏 VITAMIN LIP GEL,5.9
MAJOLICA MAJORCA,戀愛魔鏡,HONEY護唇美容液,5.9
M.A.C,,護唇膏SPF15 LIP CONDITIONER SPF15,5.9
THERAPIND,魔唇,魔唇護唇膏(清爽),5.9
CARMEX,小蜜媞,小蜜媞修護唇膏,5.9
KIEHL`S,契爾氏,檸檬奶油護唇膏 Butterstick Lip Treatments,5.8
GIORGIO ARMANI,亞曼尼,奢華訂製裸粉護唇膏,5.7
QV,,QV FACE舒敏修復防皺護脣膏SPF30+  QV Face Lip Balm SPF30+,5.7
,專科,彈潤護唇精華,5.7
CHANEL,香奈兒,山茶花保濕潤澤唇霜 HYDRA BEAUTY NOURISHING LIP CARE,5.7
BeautyEasy,,玫瑰精油保濕護唇膏 Rose Hydrating Lip Balm,5.7
Chop Saver,,音樂家護唇膏 Chop Saver,5.7
LA ROCHE-POSAY,理膚寶水,唇可理修唇膏 Cearlip,5.7
MENTHOLATUM,曼秀雷敦,特柔潤唇膏,5.7
cle de peau Beaute,肌膚之鑰,淨瑩護唇膏 Lip Treatment,5.7
Blistex,碧唇,Q10精華豐潤護唇膏,5.6
JILL STUART,吉麗絲朵,莓淬果露美唇修護凍 FRUIT LIP BALM N,5.8
Vaseline,凡士林,凡士林潤唇膏(深層滋潤) Intensive Care Lip Essence Advanced,5.8
Vaseline,凡士林,凡士林護唇膏(高效潤澤),5.8
MENTHOLATUM,曼秀雷敦,深層保濕潤唇膏(薄荷),5.8
MENTHOLATUM,曼秀雷敦,深層保濕潤唇膏(無香料),5.8
Deary,媞爾妮,玫瑰Q10修護潤唇膏 Rose & Co Q10 Repaired Lip Balm,5.8
Kanebo,佳麗寶-專櫃,櫻花Q唇晶 Essence Lip Base,5.8
SHISEIDO,資生堂-東京櫃,碧麗妃青春草本護唇霜 BENEFIQUE Lip treatment,5.8
Elizabeth Arden,伊麗莎白雅頓,8小時潤澤護唇膏SPF15 Eight Hour Cream Lip Protectant Stick SPF15,5.8
KIEHL`S,契爾氏,寶寶護唇膏 Baby Lip Balm,5.8
ettusais,艾杜紗,草本修護護唇精華液,5.6
CARMEX,小蜜媞,潤唇美白修護素 +Plus 精油系列 AA2G Whitening Lip Balm,5.6
Ainy,愛茵妳,SPF15波心護唇膏,5.6
,Za,水漾護唇膏,5.5
innisfree,,高保濕潤色護唇膏 Lip Vibrance,5.5
LUSH,,寶貝電光護唇膏 New Baby Lips,5.5
MAYBELLINE,媚比琳,新玫瑰Q10修護潤唇膏 Rose Co-Q10 Repaired Lip Balm,5.5
Deary,媞爾妮,好親香柔潤護唇精華 Kissable Lip Moisture Care,5.5
MENTHOLATUM,曼秀雷敦,護唇精華液(極滋潤款)SPF18/PA++ Lip Essence(Deep Moist),5.5
CARMEX,小蜜媞,Q10豐盈潤唇凍膏,5.5
MOMUS,,極緻護唇精華 ENDOCARE Lipocutane Lip Balm,5.6
BOBBI BROWN,芭比波朗,草莓藥用防曬潤唇膏SPF15,5.6
NIVEA,妮維雅,BIO無盡的吻-光采亮澤唇霜,5.6
Blistex,碧唇,肌Q水潤 護唇精華液,5.6
MAYBELLINE,媚比琳,Canola honey lip balm stick,5.6
Deary,媞爾妮,粉紅泡泡糖霜唇部去角質 Bubblegum Lip Scrub,5.6
ETUDE HOUSE,,寶貝護唇膏 SPF20 Baby Lips,5.6
ettusais,艾杜紗,蠟菊亮澤潤唇膏 Immortelle Gloss Lip Balm,5.6
MENTHOLATUM,曼秀雷敦,水彩潤唇膏 Water Color,5.6
ENDOCARE,杜克,茉莉綠茶修護唇膏,5.6
MENTHOLATUM,曼秀雷敦,CC多效潤彩唇膏,5.4
M.A.C,,光療唇油,5.4
OMI,近江兄弟社,高保濕超潤唇膏(敏感唇),5.4
CARMEX,小蜜媞,櫻花修護唇膏,5.4
ettusais,艾杜紗,護唇精華棒N SPF18/PA++,5.4
SwissVita,薇佳,經典1號極潤護唇膏,5.4
NIVEA,妮維雅,果漾潤彩蜜唇膏,5.4
MARY KAY,玫琳凱,護唇脂,5.4
Whoo,后,皇后之吻水漾護唇膏,5.4
ETUDE HOUSE,,Missing U 保育系列護唇膏,5.4
CHANEL,香奈兒,深層保濕水潤唇霜,5.5
Vaseline,凡士林,Lip Therapy with Aloe Vera,5.5
Deary,媞爾妮,乳油木極潤護唇膏 Deary Shea Butter Nourshing Lip Balm,5.5
ORBIS,,特潤美唇精華 Moist Lip Essence,5.5
ERH,英瑞其,天然植物潤唇膏 Lip Cream,5.5
JILL STUART,吉麗絲朵,莓淬果露嫩唇膏 JILL STUART FRUIT LIP BALM TINT COLOR,5.5
CANMAKE,,潤唇美容液 Lip Essence,5.5
The Body Shop,美體小舖,大麻籽密集修護唇膏,5.5
The Body Shop,美體小舖,鮮果護唇油,5.5
Biotherm,碧兒泉,活泉多水護唇凝露SPF8 Moisturizing balm protective lip care,5.5
MENTHOLATUM,曼秀雷敦,LipIce潤唇膏-變幻粉紅,5.4
Natural Kiss,天然小幫士,天然蜂蠟護唇膏,5.4
SMITH`S ROSEBUD SALVE,,薄荷玫瑰花蕾膏 Minted Rose Lip Balm,5.4
UNT,,甜點系嫩白潤澤護唇膏 LIP BENEFIT,5.4
Fresh,,紅糖水潤防曬護唇膏SPF15 Sugar Lip Treatment SPF15,5.4
shu uemura,植村秀,黑萃緊顏抗皺眼唇霜 Phyto-Black Lift Anti-Wrinkle Eye and Lip Contour Cream,5.4
BURT`S BEES,小蜜蜂爺爺,石榴保濕滋潤護唇膏 Replenishing Lip Balm with Pomegranate Oil,5.4
M.A.C,,繽果護唇凍 SPF12 TENDERTONE LIP BALM SPF12,5.4
HOUSE OF CARE,好世家,律動潤唇霜,5.4
MENTHOLATUM,曼秀雷敦,藥用潤唇膏SPF15,5.4
The Body Shop,美體小舖,可可油滋養護唇膏,5.4
DHC,,護唇膏 Lip Flavor,5.4
The Body Shop,美體小舖,鮮果護唇油─草莓 B/LPY Strwb L/BLM,5.4
CATiSS,,貓掌護唇膏 Cat Palm Lip Balm,5.3
Chic and Chick,,女王萬用膏 Queen's Balm,5.3
Blistex,碧唇,經典修護潤唇膏 MedPlus,5.3
MAYBELLINE,媚比琳,寶貝護唇膏SPF13繽紛狂歡系列,5.3
MAJOLICA MAJORCA,戀愛魔鏡,甜蜜親吻潤唇棒,5.3
LA ROCHE-POSAY,理膚寶水,全面修復潤唇膏 CICAPLAST LIPS,5.3
Junkisei Prime,潤肌精,蜂蜜人蔘護唇精華,5.3
MAYBELLINE,媚比琳,寶貝護唇膏嫩彩系列 BABY LIPS Pink Glow,5.3
Elizabeth Arden,伊麗莎白雅頓,8小時密集修護唇霜,5.3
MOOI,,黃金貂油唇手修護霜,5.3
YSL,聖羅蘭,名模肌密彈力豐唇精華 RE-PLUMPING CONCENTRATE LIP & CONTOUR SHAPER,5.3
CARMEX,小蜜媞,露水系列防曬潤色保濕唇膏,5.3
ETUDE HOUSE,,小可愛牛奶護唇膏 Milk Screw,5.3
MENTHOLATUM,曼秀雷敦,水份潤唇膏 Water,5.3
,(MALIN+GOETZ),莫希多潤唇膠,5.3
SOFINA,蘇菲娜,芯美顏彈潤賦活晶,5.3
CARMEX,小蜜媞,蜜柑橘修護唇膏,5.3
CHANEL,香奈兒,超完美彈力緊膚唇霜 ULTRA CORRECTION LIFT PLUMPING ANTI-WRINKLE-LIPS AND CONTOUR,5.3
MUJI,無印良品,護唇膏(薄荷) Medicated Lip Stick,5.3
NIVEA,妮維雅,潤澤修護唇膏,5.3
ANNA SUI,安娜蘇,水娃娃親親水嫩護唇膏,5.3
KIEHL`S,契爾氏,SPF15護唇膏,5.3
CLINIQUE,倩碧,果香護唇凍 Superbalm Lip Treatment,5.3
LA MER,海洋拉娜,修護唇霜,5.3
Whoo,后,皇后之吻潤澤美唇精華,5.2
CLARINS,克蘭詩,KISS好甜蜜護唇膏,5.2
SERLANDO,,粉漾嬌點潤紅露 Rosy Pink Moisture Dew,5.2
Sulwhasoo,雪花秀,肌本潤唇膏,5.2
Blistex,碧唇,鎖水修護唇膏-完全水感 Complete Moisture SPF15,5.2
EOS,,[海外販售] Organic Lip Balm-Smooth Sphere (Strawberry Sorbet) Organic Lip Balm - Smooth Sphere (Strawberry Sorbet),5.2
Lavshuca,,楓糖色護唇凍,5.2
Greenland,,Lip balm,5.2
,我的美麗日記,蜜桃粉彩嫩唇露,5.2
,我的美麗日記,蜂蜜修護潤唇露,5.2
Cellina,雪芙蘭,極效修護潤唇凍 深層修護 Repair Lip Balm - Repair & Protection,5.2
PALMER`S,帕瑪氏,黑巧克力櫻桃護唇膏,5.2
L'OCCITANE,歐舒丹,乳油木果油 (有機EFT) Pure Shea Butter Organic EFT,5.2
NIVEA,妮維雅,潤彩護唇膏(甜美粉紅) LOVELY LIPS -Pink Smoothie,5.2
butyshop,,全天候潤唇露 Lips Enriched Essence,5.2
ALOINS,雅洛茵斯,小綠綠 修護唇霜,5.2
NIVEA,妮維雅,極致保濕護唇膏,5.2
KOSE,高絲-開架式,Princess Kiss 甜心飛吻 晶潤護唇膏,5.2
shu uemura,植村秀,深海活萃唇部精華液 Depsea Moisture Lip Serum,5.2
KISS ME開架,,乾荒禁止護唇膏,5.2
M.A.C,,專業護唇膏(管狀) LIP CONDITIONER (TUBE),5.2
MENTHOLATUM,曼秀雷敦,男士潤唇膏-冰涼型 SPF15,5.2
SISLEY,希思黎,抗皺活膚眼唇霜,5.2
EVE LOM,,Kiss修護唇霜,5.1
Biotherm,碧兒泉,超保濕嘟嘟嫩唇膏 BEURRE DE LEVRES,5.1
JILL STUART,吉麗絲朵,純白花漾嫩唇凍 MELTY LIP BALM,5.1
,3M,極潤感 檸檬護唇膏,5.1
Deary,媞爾妮,蜂蜜花蕾嫩唇膏 Miel d’acacia-Honey Juicy Lip Balm,5.1
CARMEX,小蜜媞,藥用防曬潤唇膏SPF15,5.1
BEVY C.,妝前保養,妝前保濕眼唇精華 Lumiwhite Moist Up Elixir for Eyes & Lips,5.1
BURT`S BEES,小蜜蜂爺爺,超保溼綠洲護唇膏,5.1
SHISEIDO,資生堂-國際櫃,時空琉璃御藏櫻花眼唇霜 Eye and Lip Contour Regenerating Cream,5.1
john masters organics,,純淨護唇膏 Lips Calm,5.1
Savex,莎薇,櫻桃護唇膏,5.1
Aesop,,玫瑰籽護唇霜 Rosehip Seed Lip Cream,5.1
DAILY DELIGHT,,甜甜香氛保濕護唇霜 lip balm,5.1
LA ROCHE-POSAY,理膚寶水,唇可理修唇膏 CERALIP,5.1
KOSE,高絲-專櫃,牛奶護唇膏 KOSE VAGUE lip cream,5.1
Avon,雅芳,雅芳滋蘊高效潤唇膏,5.1
INTEGRATE,,櫻花潤色護唇精華,5.0
Vaseline,凡士林,玫瑰護唇膏,5.0
Vaseline,凡士林,[海外販售] 玫瑰深層滋潤護唇霜 Vaseline Lip Therapy Rosy,5.0
Cellina,雪芙蘭,經典滋潤護唇膏-維他命E Classic Lip Care-Vatamin E,5.0
Blistex,碧唇,舒敏修護潤唇膏 Sensitive,5.0
Kanebo,佳麗寶-專櫃,修護唇膏,5.0
ETUDE HOUSE,,閃尼北鼻香吻潤唇膏,5.0
BURT`S BEES,小蜜蜂爺爺,愛戀葡萄柚水潤唇膏 Refreshing Lip Balm with Pink Grapefruit,5.0
EOS,,球型天然有機護唇膏 (甘甜薄荷),5.0
SHISEIDO,資生堂-開架式,[海外販售] Water in Lip(北海道限定版) Water in Lip,5.0
Vaseline,凡士林,凡士林護唇膏(水潤櫻桃),5.0
Savex,莎薇,原味護唇膏,5.0
KIEHL`S,契爾氏,極限男性無亮澤護唇膏 Facial Fuel No Shine Lip Balm,5.0
The Body Shop,美體小舖,蔓越莓護唇油 Cranberry Shimmer Lip Balm,5.0
MENTHOLATUM,曼秀雷敦,男士潤唇膏-戶外型SPF30,5.0
Neutrogena,露得清,露得清護唇膏SPF15,5.0
Dior,迪奧,蜜糖磨砂潤唇膏,4.9
Blistex,碧唇,全效修護潤唇膏 MedPlus Stick,4.9
ETUDE HOUSE,,莓好時光唇部滋養精華凍,4.9
,專科,彈潤護唇膏,4.9
Estee Lauder,雅詩蘭黛,絕對慾望修護潤唇膏,4.9
L'OCCITANE,歐舒丹,乳油木玫瑰護唇膏,4.9
Blistex,碧唇,潤澤舒緩護唇-果味炫風 Raspberry Lemonade Blast SPF15,4.9
BeautyEasy,,薰衣草淨白豐唇霜 Lavender Detox-White Sheer Plumping Lip Balm,4.9
Nature&Co,,天然果油護唇膏,4.9
MOMUS,,潤唇美白修護素 +Plus 無味款 AA2G Whitening Lip Balm,4.9
Yes To Carrots,,護唇膏系列 Lip Butters,4.9
Beauty Diy,,嬰兒嫩唇修護精華液 Baby Lip Watering Essence,4.9
CHIC CHOC,奇可俏可,花色護唇膏 Lip essence,4.9
MAJOLICA MAJORCA,戀愛魔鏡,魔女之唇護唇膏,4.9
CHANEL,香奈兒,超完美修護唇霜 ULTRA CORRECTION LIP,4.9
Crabtree Evelyn,&瑰珀翠,JOJOBA護唇膏,4.9
M.A.C,,潤色護唇膏SPF15 TINTED LIP CONDITIONER,4.9
BURT`S BEES,小蜜蜂爺爺,蜂蠟護唇膏 Beeswax Lip Balm,4.9
LANEIGE,蘭芝,[限量] 甜吻護唇膏,4.8
Erborian,艾博妍,柚萃保濕潤唇膏 Yuza Doudoune For Lips,4.8
MENTHOLATUM,曼秀雷敦,ChuLip甜吻潤唇球(魔幻阿拉伯),4.8
MENTHOLATUM,曼秀雷敦,ChuLip甜吻潤唇球(浪漫巴黎),4.8
MENTHOLATUM,曼秀雷敦,多效粉嫩潤唇精華液,4.8
L`ERBOLARIO,蕾莉歐,乳果滋潤唇膏 Velvet Lip Nutrient with Four Butters,4.8
NUXE,黎可詩,蜂蜜護唇霜,4.8
MAYBELLINE,媚比琳,寶貝漾色護唇膏SPF16,4.8
CANMAKE,,潤唇美容蜜 Day & Night Lip Serum,4.8
Miss Hana,花娜小姐,凍色嫩唇修護蠟,4.8
Deary,媞爾妮,紅石榴果漾護唇膏 Deary Pomegranate Moisturizing Lip Balm,4.8
LANEIGE,蘭芝,保濕護唇膏 Moisture Lip Balm,4.8
NIVEA,妮維雅,天然植萃潤唇膏(洋甘菊&金盞花),4.8
VICHY,薇姿,新潤泉舒緩潤護唇膏 AQUALIA THERMAL Lip,4.8
Dior,迪奧,玫瑰粉潤護唇膏 Creme de Rose,4.8
,(MALIN+GOETZ),修護潤唇凝膠 lip moisturizer,4.8
L'OCCITANE,歐舒丹,桃花護唇膏 Peachy Soft Lip Balm,4.8
Cellina,雪芙蘭,雪芙蘭果のKISS潤澤護唇膏-香氛葡萄柚,4.8
Beauty Diy,,蘋果酸嫩白粉唇修護精華素 Apple AHAs Lghtening Lip Concentrate,4.8
SKINFOOD,,蜂蜜果醬護唇凍,4.8
CARMEX,小蜜媞,青蘋果修護唇膏,4.8
butyshop,,嫩唇淡色精華霜 Lip Pinking Cream,4.8
M.A.C,,卡通潤色護唇膏 TINT TOON,4.8
CHANEL,香奈兒,柔和護唇膏SPF15,4.8
AYURA,,夜用吻唇凝乳,4.8
HANAKA,花戀肌,超啾水嫩修護晚安唇膜,4.7
KATE TOKYO,凱婷,CC多機能潤彩唇部精華液,4.7
MENTHOLATUM,曼秀雷敦,ChuLip甜吻潤唇球(摩登東京),4.7
BURT`S BEES,小蜜蜂爺爺,冰旋蜂蠟精華液 Squeezable Beeswax Lip Balm,4.7
cle de peau Beaute,肌膚之鑰,彈潤按摩嫩唇霜 le serum pour les l&#232vres,4.7
Deary,媞爾妮,摩洛哥超修復潤唇膏,4.7
Dr. Hsieh,達特醫,Honey Honey純蜜護唇膏 Honey Honey Lip Balm Honey Honey,4.7
Himalaya Herbals,,維他命E修護唇膏,4.7
Nature&Co,,天然果油護唇精華蜜,4.7
Melaleuca,美樂家,防曬護唇膏SPF15 Sun Shades Lip Balm,4.7
TONYMOLY,,神奇變色唇凍,4.7
Ecolips,,Eco Lips Medicinal(修護),4.7
BURT`S BEES,小蜜蜂爺爺,小蜜蜂保濕芒果護唇膏 Nourishing Lip Balm with Mango Butter,4.7
Fresh,,SUGAR LIP TREATMENT SPF 15,4.7
HAPPY BATHDAY precious rose,快樂沐浴天,薔薇愛戀潤唇膏 Happy Bath Day Precious Rose Rose Enrich Lip Balm,4.7
Blistex,碧唇,DCT SPF20 DCT Daily Conditioning Treatment SPF20,4.7
SHILLS,,魔力Q唇集中修護唇膜,4.7
Vaseline,凡士林,Lip Therapy Pocket Size (Rosy Lips),4.7
SMITH`S ROSEBUD SALVE,,草莓花蕾膏 Strawberry Lip Balm,4.7
MOMUS,,綠茶潤唇修護素 +Plus (新改版) Green Tea Lip Balm,4.7
Beauty Diy,,蘋果酸嫩白煥膚唇膜 Apple AHAs Lghtening Lip Mask,4.7
CLINIQUE,倩碧,深層活化修護護唇霜 Repairwear Intensive Lip treatment,4.7
Seba med,施巴,施巴5.5 潤澤護唇膏SPF30,4.7
BURT`S BEES,小蜜蜂爺爺,蜂蜜護唇膏 Honey Lip Balm,4.7
Cellina,雪芙蘭,滋潤護唇膏,4.7
SISLEY,希思黎,保濕眼唇凝露,4.7
CLINIQUE,倩碧,全效唇部護理霜 All about lips,4.7
SHISEIDO,資生堂-國際櫃,資生堂護唇膏 Shiseido Lip Amulet,4.7
IPSA,茵芙莎,護唇菁華液N,4.7
SHISEIDO,資生堂-東京櫃,怡麗絲爾膠原超抗皺眼唇精華乳V,4.6
CHANEL,香奈兒,[限量] 唇頰粉彩盤,4.6
YSL,聖羅蘭,名模肌密保濕豐唇精華,4.6
herbacin,德國小甘菊,小甘菊經典修護唇膏,4.6
MENTHOLATUM,曼秀雷敦,ChuLip甜吻潤唇球(童話北歐),4.6
L'OCCITANE,歐舒丹,櫻花護唇膏,4.6
THREE品牌活動中,,樂活晶摩油,4.6
LUSH,,親親潤色護唇膏,4.6
Deary,媞爾妮,蜂蜜潤感護唇膏(修護) Miel d’acacia-Honey Repaired Lip Balm,4.6
BioBeauty,,HA玻尿酸360˚全效保濕亮色唇膜,4.6
ETUDE HOUSE,,好親香柔潤護唇膏 KISSFUL LIP CARE,4.6
L'OCCITANE,歐舒丹,乳油木芙蓉花護唇膏,4.6
L'OCCITANE,歐舒丹,乳油木沙漠玫瑰護唇膏,4.6
L`ERBOLARIO,蕾莉歐,維他命水亮唇膏 Vitamin-rich Lip Gloss,4.6
SKINFOOD,,浪漫玫瑰豐潤護唇膏,4.6
CAUDALIE,歐緹麗,護唇膏 Lip conditioner,4.6
L'OCCITANE,歐舒丹,杏桃花乳油木果油 (有機EFT) Apricot flower Shea Butter,4.6
L'OCCITANE,歐舒丹,玫瑰果乳油木果油 (有機EFT) Vineyard Rose Shea Butter,4.6
L'OCCITANE,歐舒丹,橄欖護唇膏（有機） LIP BALM,4.6
tsaio,上山採藥,白毫玫瑰薄荷潤唇凍膏 White Tea & Rose Lip Relief,4.6
ORIGINS,品木宣言,青春無敵鬱金護唇膏,4.6
OraLabs,歐博士,SPF15 光澤滋潤護唇膏,4.6
The Body Shop,美體小舖,防治愛滋瓜拿納護唇霜,4.6
Darphin,朵法,唇部護理膏 Vitalbalm,4.6
Avon,雅芳,芳香舒緩護唇膏綠茶,4.6
The Body Shop,美體小舖,維他命E隔離護唇膏SPF15,4.6
KATE TOKYO,凱婷,CC多機能潤彩唇部精華油,4.5
Cellina,雪芙蘭,倍潤肌柔嫩護唇膏‧有機山茶花油,4.5
Yojiya,,[海外販售] ゆず艶や リップクリーム,4.5
MENTHOLATUM,曼秀雷敦,CUBE果漾潤唇晶球,4.5
Estee Lauder,雅詩蘭黛,高效水潤護唇膏 Lip Conditioner,4.5
,3M,極潤感 薄荷護唇膏,4.5
UNT,,啵兒棒嫩白護唇膏 PECK ME LIP BALM,4.5
ETUDE HOUSE,,少女時代～有機鮮果香甜護唇膏,4.5
JO MALONE,,Vitamin E Lip Conditioner,4.5
belif,,糖衣潤澤護唇膏 Sugar coat lip balm,4.5
EINFACH,安法荷,豐盈水嫩護唇膏 Einfach Silky Smooth Moisturizing Lip Balm,4.5
CHANEL,香奈兒,超水感修護唇膏,4.5
Simply,,拉拉熊乳木果滋潤護唇蜜,4.5
L`EGERE,蘭吉兒,玻尿酸豐唇精華 Platinum Hologram HA Lip,4.5
DAISO,大創,玻尿酸滋養唇膏,4.5
MOMUS,,唇精萃 – 月光癒 Super Restoring Essence  Lip (Moonlight),4.5
CANUS,肯拿士,防曬護唇膏 SPF15 Coat's Milk Lip Balm SPF15,4.5
Savex,莎薇,薄荷護唇膏,4.5
Estee Lauder,雅詩蘭黛,紅石榴潤唇修護精華 Nutritious Vita-Mineral Lip Treatment,4.5
BioBeauty,,HA玻尿酸全效保濕護唇膏 Advanced Hydrating Lip Conditioner,4.5
KIEHL`S,契爾氏,亞馬遜白泥淨緻毛孔面膜 RARE EARTH DEEP PORE CLEANSING MASQUE,6.1
SHISEIDO,資生堂-國際櫃,嘉美艷容露 Revitalizing cream,6.1
Dr. Hsieh,達特醫,25%杏仁酸深層煥膚精華 25% Mandelic Acid Home-Peeling Liquid,6.0
Paula`s Choice,寶拉珍選,2%水楊酸凝膠 Skin Perfecting 2% BHA Gel Exfoliant,6.0
Estee Lauder,雅詩蘭黛,超未來立體緊緻精華 New Dimension Shape + Fill Expert Serum,5.9
MaySkin,優若美,隱形痘痘貼  hydrocolloid plaster taper,5.9
